codigo_sku;nome_produto;marca;tamanho;peso_oz;categoria;alergenos;codigo_barras;data_lancamento
BR-00390;Cristalix Heavy Duty Dish Soap;Cristalix;250 mL;14.11;Casa > Limpeza > Louças;;0725636694118;29/08/2018
BR-00391;Cristalix Nourishing Body Cleanser;Cristalix;400 mL;8.82;Cuidados Pessoais > Banho;glúten,leite,gergelim,trigo;8964652809249;27/11/2019
BR-00392;Qualis Laundry Capsules;Qualis;400 mL;3.53;Casa > Lavanderia;;5862415027455;28/10/2022
BR-00393;Lumeva SPF Moisturiser;Lumeva;200 mL;17.64;Cuidados Pessoais > Rosto > Hidratação;peixe,trigo;5728703203201;11/04/2023
BR-00394;Hevara Night Cream;Hevara;400 mL;10.58;Cuidados Pessoais > Rosto > Hidratação;;7075877712151;19/01/2019
BR-00395;TEST-Kaleo Brightening Face Wash;Kaleo;100 mL;17.64;Cuidados Pessoais > Rosto > Limpeza;glúten,soja;9089261371501;10/03/2021
BR-00396;Cladis Tomato Ketchup;Cladis;250 mL;2.65;Alimentos > Condimentos;trigo,leite;1777490509755;14/06/2019
BR-00397;Gleam Gentle Face Wash;Gleam;200 mL;8.82;Cuidados Pessoais > Rosto > Limpeza;;1896164236107;02/05/2020
BR-00398;Arovia Volumising Conditioner;Arovia;300 mL;7.05;Cuidados Pessoais > Cabelo > Condicionador;ovos;4764925158371;30/12/2022
BR-00399;Nuvelo Foaming Hand Wash;Nuvelo;750 mL;10.58;Cuidados Pessoais > Sabonete Líquido;;6592661085730;28/09/2019
BR-00400;Teraxis Disinfectant Spray;Teraxis;1000 mL;17.64;Casa > Limpeza > Superfícies;;4761742243860;25/04/2021
BR-00401;Luxara Dish Liquid;Luxara;75 mL;1.76;Casa > Limpeza > Louças;ovos,gergelim,peixe,soja;1794549180178;06/01/2020
BR-00402;Vanta Volumising Conditioner;Vanta;75 mL;10.58;Cuidados Pessoais > Cabelo > Condicionador;castanhas,crustáceos;7945232194161;29/12/2023
BR-00403;Cladis Moisturising Body Wash;Cladis;75 mL;1.76;Cuidados Pessoais > Banho;trigo;7697499564125;08/07/2019
BR-00404;Glova Refreshing Shower Gel;Glova;50 mL;5.29;Cuidados Pessoais > Banho;;3723683147271;25/09/2022
BR-00405;Nexpur Moisturising Body Wash;Nexpur;100 mL;14.11;Cuidados Pessoais > Banho;crustáceos,leite,glúten;9334960501668;24/07/2023
BR-00406;Aevum Oat Protein Bar;Aevum;500 mL;7.05;Alimentos > Petiscos;;7678997308060;17/07/2021
BR-00407;Nuvelo Liquid Laundry Detergent;Nuvelo;1000 mL;10.58;Casa > Lavanderia;ovos,crustáceos,castanhas;7602437573831;21/10/2021
BR-00408;Tresol Heavy Duty Dish Soap;Tresol;200 mL;10.58;Casa > Limpeza > Louças;castanhas,crustáceos,trigo;9341722329712;31/08/2022
BR-00409;Cristalix Bathroom Cleaner;Cristalix;150 mL;17.64;Casa > Limpeza > Superfícies;;0545228015615;17/07/2020
BR-00410;TEST-Plexum Colour Protect Shampoo;Plexum;400 mL;7.05;Cuidados Pessoais > Cabelo > Shampoo;castanhas,leite;8428910771193;22/02/2019
BR-00411;Primus Liquid Laundry Detergent;Primus;75 mL;3.53;Casa > Lavanderia;;3524787125529;19/05/2019
BR-00412;Purelix Exfoliating Face Scrub;Purelix;50 mL;5.29;Cuidados Pessoais > Rosto > Limpeza;castanhas,amendoim,trigo;1456532863269;21/08/2022
BR-00413;Alteva Foaming Hand Wash;Alteva;1000 mL;8.82;Cuidados Pessoais > Sabonete Líquido;;7208115562601;30/05/2022
BR-00414;Clarity Refreshing Shower Gel;Clarity;50 mL;17.64;Cuidados Pessoais > Banho;peixe,glúten;8455048926737;17/12/2022
BR-00415;Gleam Granola Bar;Gleam;300 mL;5.29;Alimentos > Petiscos;ovos,leite;8562884318845;06/11/2023
BR-00416;Luminos 48hr Spray Deodorant;Luminos;50 mL;17.64;Cuidados Pessoais > Desodorante;amendoim,soja,glúten,castanhas;6810548510176;05/05/2021
BR-00417;Cryston Dish Liquid;Cryston;250 mL;5.29;Casa > Limpeza > Louças;glúten,gergelim,soja,trigo;4492683158936;19/01/2022
BR-00418;Brightway Multi-Surface Spray;Brightway;300 mL;10.58;Casa > Limpeza > Superfícies;;1062737158699;27/10/2023
BR-00419;Frosten Fragrance-Free Hand Wash;Frosten;400 mL;10.58;Cuidados Pessoais > Sabonete Líquido;crustáceos,peixe,trigo;2827728813778;14/05/2018
BR-00420;Luxara Mixed Nuts Blend;Luxara;250 mL;2.65;Alimentos > Petiscos;peixe,ovos,gergelim,trigo;9408215454471;25/04/2018
BR-00421;Frosten Leave-In Conditioner;Frosten;300 mL;1.76;Cuidados Pessoais > Cabelo > Condicionador;amendoim,soja;2701851067942;27/01/2023
BR-00422;Velaris Sensitive Deodorant;Velaris;750 mL;3.53;Cuidados Pessoais > Desodorante;gergelim;7772519966360;20/10/2021
BR-00423;Polvera Liquid Laundry Detergent;Polvera;400 mL;7.05;Casa > Lavanderia;;2094818139890;05/08/2018
BR-00424;Serafix Eco Dish Liquid;Serafix;400 mL;17.64;Casa > Limpeza > Louças;leite,peixe;1820433971895;05/08/2021
BR-00425;Vanta Aloe Hand Wash;Vanta;400 mL;1.76;Cuidados Pessoais > Sabonete Líquido;peixe,trigo;6085641118240;13/08/2019
BR-00426;Arovia Repair Conditioner;Arovia;75 mL;3.53;Cuidados Pessoais > Cabelo > Condicionador;peixe,trigo;0952004615264;20/08/2021
BR-00427;Glova Intensive Moisturiser;Glova;50 mL;5.29;Cuidados Pessoais > Rosto > Hidratação;glúten;9378861405786;26/07/2022
BR-00428;Luminos Repair Shampoo;Luminos;300 mL;5.29;Cuidados Pessoais > Cabelo > Shampoo;;4891382496712;12/08/2023
BR-00429;Vivara Oil Control Face Wash;Vivara;500 mL;3.53;Cuidados Pessoais > Rosto > Limpeza;gergelim;6870079420078;24/01/2021
BR-00430;Solvix Rinse Aid;Solvix;300 mL;8.82;Casa > Limpeza > Louças;glúten;8402891416120;18/02/2021
BR-00431;Lumeva Moisturising Hand Wash;Lumeva;500 mL;8.82;Cuidados Pessoais > Sabonete Líquido;amendoim,crustáceos;4355379502096;06/05/2023
BR-00432;Solvix Moisturising Body Wash;Solvix;100 mL;10.58;Cuidados Pessoais > Banho;crustáceos,peixe,ovos,gergelim;1807156956200;27/05/2019
BR-00433;Serafix Bathroom Cleaner;Serafix;400 mL;1.76;Casa > Limpeza > Superfícies;leite;4531943375048;12/07/2023
BR-00434;TEST-Aurova Oat Protein Bar;Aurova;50 mL;5.29;Alimentos > Petiscos;ovos,amendoim,crustáceos;2839992192121;29/11/2020
BR-00435;Alteva Dishwasher Tablets;Alteva;200 mL;5.29;Casa > Limpeza > Louças;;8948706056643;14/05/2019
BR-00436;Cryston Vinegar Dressing;Cryston;400 mL;8.82;Alimentos > Condimentos;leite,soja,glúten,trigo;6875063519035;02/10/2022
BR-00437;Serafix Volumising Shampoo;Serafix;100 mL;8.82;Cuidados Pessoais > Cabelo > Shampoo;ovos,glúten;0760954317356;11/08/2018
BR-00438;Cristalix Whitening Deodorant;Cristalix;75 mL;14.11;Cuidados Pessoais > Desodorante;;7911006512073;13/08/2018
BR-00439;Teraxis Lightweight Lotion;Teraxis;300 mL;2.65;Cuidados Pessoais > Rosto > Hidratação;;0804661963991;13/02/2018
BR-00440;Cryston Glass Cleaner;Cryston;300 mL;2.65;Casa > Limpeza > Superfícies;leite,crustáceos;8593110919390;01/06/2019
BR-00441;Verdant Vinegar Dressing;Verdant;250 mL;10.58;Alimentos > Condimentos;glúten,crustáceos,trigo;3200249685496;20/08/2019
BR-00442;Frostine Volumising Conditioner;Frostine;750 mL;8.82;Cuidados Pessoais > Cabelo > Condicionador;castanhas,leite;8920388065335;04/04/2020
BR-00443;Serafix Anti-Dandruff Shampoo;Serafix;1000 mL;14.11;Cuidados Pessoais > Cabelo > Shampoo;glúten,castanhas,gergelim;9465217073031;01/08/2020
BR-00444;Aurova Disinfectant Spray;Aurova;150 mL;14.11;Casa > Limpeza > Superfícies;peixe,soja;6205015081240;09/12/2022
BR-00445;Krisol Hydrating Face Wash;Krisol;250 mL;1.76;Cuidados Pessoais > Rosto > Limpeza;;3342342583238;30/03/2018
BR-00446;Solven Repair Conditioner;Solven;50 mL;3.53;Cuidados Pessoais > Cabelo > Condicionador;ovos,castanhas,soja;4735528961125;20/06/2019
BR-00447;Novix Oil Control Face Wash;Novix;300 mL;8.82;Cuidados Pessoais > Rosto > Limpeza;glúten,peixe;3099384253048;02/06/2019
BR-00448;Solaris Stain Remover;Solaris;150 mL;2.65;Casa > Lavanderia;glúten,ovos,trigo;8685787255878;20/07/2023
BR-00449;Frosten Bathroom Cleaner;Frosten;300 mL;1.76;Casa > Limpeza > Superfícies;soja;3736346692544;14/12/2018
BR-00450;Elaris Deep Conditioner;Elaris;400 mL;17.64;Cuidados Pessoais > Cabelo > Condicionador;soja,leite;7895677665750;23/01/2021
BR-00451;Kaleo Antibacterial Hand Wash;Kaleo;400 mL;5.29;Cuidados Pessoais > Sabonete Líquido;ovos,castanhas;1488814311151;06/06/2018
BR-00452;Qualis Laundry Powder;Qualis;150 mL;8.82;Casa > Lavanderia;amendoim,glúten;3928404456698;18/02/2018
BR-00453;Krisol Disinfectant Spray;Krisol;100 mL;10.58;Casa > Limpeza > Superfícies;soja;3738987751536;23/10/2022
BR-00454;Aurova Rice Cakes;Aurova;400 mL;14.11;Alimentos > Petiscos;leite,castanhas,trigo,amendoim;2407553666840;28/08/2021
BR-00455;Clarity Dish Liquid;Clarity;50 mL;3.53;Casa > Limpeza > Louças;castanhas;9999663618633;29/04/2023
BR-00456;Clarity Anti-Dandruff Shampoo;Clarity;400 mL;7.05;Cuidados Pessoais > Cabelo > Shampoo;;2182097023167;08/03/2021
BR-00457;Elaris Oil Control Face Wash;Elaris;1000 mL;17.64;Cuidados Pessoais > Rosto > Limpeza;;7058025662126;10/09/2022
00458;Motivo Multi-Surface Spray;Motivo;150 mL;3.53;Casa > Limpeza > Superfícies;amendoim;6729949387433;31/01/2018
BR-00459;Purevex Volumising Conditioner;Purevex;300 mL;5.29;Cuidados Pessoais > Cabelo > Condicionador;castanhas,crustáceos,gergelim,soja;9014754692634;06/01/2020
BR-00460;Cryston Heavy Duty Dish Soap;Cryston;300 mL;3.53;Casa > Limpeza > Louças;ovos,peixe,leite,glúten;2484137681512;07/03/2019
BR-00461;Purelix Fabric Softener;Purelix;400 mL;3.53;Casa > Lavanderia;soja,gergelim;0701765636007;23/10/2020
BR-00462;Toreva Volumising Shampoo;Toreva;1000 mL;14.11;Cuidados Pessoais > Cabelo > Shampoo;crustáceos,ovos,gergelim;8372742209129;19/04/2021
BR-00463;Tolvex Colour Protect Shampoo;Tolvex;300 mL;3.53;Cuidados Pessoais > Cabelo > Shampoo;;0427523083707;12/11/2023
BR-00464;Motivo Tomato Ketchup;Motivo;200 mL;14.11;Alimentos > Condimentos;;9006335331063;25/04/2018
BR-00465;Serafix Nourishing Body Cleanser;Serafix;1000 mL;2.65;Cuidados Pessoais > Banho;ovos;2206815583938;07/06/2022
BR-00466;Plexum Antibacterial Hand Wash;Plexum;150 mL;2.65;Cuidados Pessoais > Sabonete Líquido;castanhas,trigo;0650637314959;29/06/2018
BR-00467;Purelix Volumising Shampoo;Purelix;200 mL;14.11;Cuidados Pessoais > Cabelo > Shampoo;;8924195625256;29/05/2023
BR-00468;Luminos Anti-Dandruff Shampoo;Luminos;750 mL;14.11;Cuidados Pessoais > Cabelo > Shampoo;gergelim,soja,leite;3091436391029;15/03/2022
BR-00469;Serafix Bathroom Cleaner;Serafix;100 mL;10.58;Casa > Limpeza > Superfícies;leite;3975245086409;27/07/2020
BR-00470;Qualis Granola Bar;Qualis;150 mL;5.29;Alimentos > Petiscos;leite,soja,gergelim,amendoim;6852701713024;16/04/2020
BR-00471;Kaleo Deep Conditioner;Kaleo;750 mL;17.64;Cuidados Pessoais > Cabelo > Condicionador;soja;8167423362930;26/05/2021
BR-00472;Orinum Lightweight Lotion;Orinum;1000 mL;5.29;Cuidados Pessoais > Rosto > Hidratação;crustáceos,ovos;5662776896277;23/03/2018
BR-00473;Helix Foaming Hand Wash;Helix;200 mL;17.64;Cuidados Pessoais > Sabonete Líquido;gergelim;2467474689717;26/09/2021
BR-00474;Serafix Volumising Conditioner;Serafix;100 mL;5.29;Cuidados Pessoais > Cabelo > Condicionador;;0857666567497;19/10/2018
BR-00475;Glova Antibacterial Hand Wash;Glova;300 mL;3.53;Cuidados Pessoais > Sabonete Líquido;peixe;4587506633704;20/01/2022
BR-00476;Nuarix Tomato Ketchup;Nuarix;1000 mL;3.53;Alimentos > Condimentos;glúten,crustáceos;2439920116696;26/11/2018
BR-00477;Sovara Laundry Powder;Sovara;100 mL;10.58;Casa > Lavanderia;amendoim,gergelim;8694611952432;19/06/2022
BR-00478;Zephyr Granola Bar;Zephyr;100 mL;14.11;Alimentos > Petiscos;;1168646225221;22/03/2020
BR-00479;Primus Kitchen Cleaner;Primus;75 mL;14.11;Casa > Limpeza > Superfícies;soja,trigo,glúten,leite;2346791214164;26/05/2019
BR-00480;Qualis Daily Moisturiser;Qualis;50 mL;5.29;Cuidados Pessoais > Rosto > Hidratação;crustáceos,ovos,leite;0409013806980;24/12/2020
BR-00481;Krisol Glass Cleaner;Krisol;250 mL;10.58;Casa > Limpeza > Superfícies;castanhas,glúten;5356690551076;04/07/2022
BR-00482;Luminos Mixed Nuts Blend;Luminos;750 mL;2.65;Alimentos > Petiscos;amendoim,soja,castanhas,gergelim;9786305050575;14/08/2020
BR-00483;Cladis Heavy Duty Dish Soap;Cladis;750 mL;2.65;Casa > Limpeza > Louças;peixe,crustáceos;1649328980275;23/12/2018
BR-00484;Cryston Lightweight Lotion;Cryston;100 mL;14.11;Cuidados Pessoais > Rosto > Hidratação;;7833321160251;20/04/2022
BR-00485;Glicen Night Cream;Glicen;200 mL;14.11;Cuidados Pessoais > Rosto > Hidratação;;2871539915664;25/11/2022
BR-00486;Verdant Oil Control Face Wash;Verdant;75 mL;7.05;Cuidados Pessoais > Rosto > Limpeza;;1159319525694;07/01/2018
BR-00487;Frosten Daily Moisturiser;Frosten;500 mL;5.29;Cuidados Pessoais > Rosto > Hidratação;peixe,castanhas,gergelim;2899316087526;30/04/2021
BR-00488;Solvix Exfoliating Face Scrub;Solvix;400 mL;3.53;Cuidados Pessoais > Rosto > Limpeza;amendoim,trigo,leite,glúten;5481497374600;26/09/2021
BR-00489;Glicen Leave-In Conditioner;Glicen;150 mL;1.76;Cuidados Pessoais > Cabelo > Condicionador;crustáceos;6420865675665;22/10/2018
BR-00490;Elaris Fabric Softener;Elaris;150 mL;17.64;Casa > Lavanderia;ovos,trigo,castanhas;9047292774234;12/06/2020
BR-00491;Tolvex Mixed Nuts Blend;Tolvex;1000 mL;1.76;Alimentos > Petiscos;glúten,ovos;2662015720182;18/10/2021
BR-00492;Brightway Heavy Duty Dish Soap;Brightway;1000 mL;10.58;Casa > Limpeza > Louças;leite;1367492617642;29/12/2022
00493;Glova 24hr Roll-On Deodorant;Glova;75 mL;2.65;Cuidados Pessoais > Desodorante;;7830999741928;22/04/2022
BR-00494;Frostine Glass Cleaner;Frostine;750 mL;3.53;Casa > Limpeza > Superfícies;;5182606888710;27/10/2023
BR-00495;Hevara Eco Dish Liquid;Hevara;1000 mL;2.65;Casa > Limpeza > Louças;ovos;2920875102938;23/10/2019
BR-00496;Verdant Colour Protect Shampoo;Verdant;50 mL;2.65;Cuidados Pessoais > Cabelo > Shampoo;;8458260340848;28/12/2023
BR-00497;Clarity Kitchen Cleaner;Clarity;400 mL;8.82;Casa > Limpeza > Superfícies;castanhas,gergelim,soja,glúten;1030324329838;10/01/2022
BR-00498;Glicen Night Cream;Glicen;750 mL;10.58;Cuidados Pessoais > Rosto > Hidratação;;8446267146280;14/04/2020
BR-00499;Teraxis Anti-Dandruff Shampoo;Teraxis;1000 mL;5.29;Cuidados Pessoais > Cabelo > Shampoo;glúten,gergelim;9262566093143;26/05/2019
BR-00500;Solvix Liquid Laundry Detergent;Solvix;500 mL;10.58;Casa > Lavanderia;gergelim,amendoim,leite;5155423401639;31/03/2022
BR-00501;Kaleo Hydrating Shampoo;Kaleo;500 mL;7.05;Cuidados Pessoais > Cabelo > Shampoo;crustáceos,ovos,castanhas,glúten;9484910256251;18/12/2023
BR-00502;Cladis Stain Remover;Cladis;400 mL;3.53;Casa > Lavanderia;leite,gergelim;2226940539679;20/01/2020
BR-00503;TEST-Cryston Bathroom Cleaner;Cryston;500 mL;7.05;Casa > Limpeza > Superfícies;peixe,gergelim;3414651113120;24/08/2018
BR-00504;Luxara Anti-Dandruff Shampoo;Luxara;400 mL;1.76;Cuidados Pessoais > Cabelo > Shampoo;gergelim,trigo,crustáceos;7881609306853;27/09/2020
BR-00505;Solvix Oat Protein Bar;Solvix;750 mL;1.76;Alimentos > Petiscos;crustáceos,trigo,soja,ovos;1528506762516;16/10/2021
BR-00506;Novix Mayonnaise;Novix;75 mL;7.05;Alimentos > Condimentos;crustáceos,amendoim;4309634807976;24/08/2018
BR-00507;Lumeva 24hr Roll-On Deodorant;Lumeva;400 mL;8.82;Cuidados Pessoais > Desodorante;castanhas,ovos;0526501673180;08/10/2023
BR-00508;Glova Volumising Conditioner;Glova;400 mL;1.76;Cuidados Pessoais > Cabelo > Condicionador;amendoim;3765456284172;05/12/2022
BR-00509;Zenpur Leave-In Conditioner;Zenpur;300 mL;1.76;Cuidados Pessoais > Cabelo > Condicionador;soja,ovos;3402665023740;02/05/2019
BR-00510;Luxara Foaming Hand Wash;Luxara;400 mL;3.53;Cuidados Pessoais > Sabonete Líquido;peixe,gergelim;6211022580300;02/11/2021
BR-00511;Tolvex Aloe Hand Wash;Tolvex;50 mL;10.58;Cuidados Pessoais > Sabonete Líquido;amendoim,glúten,crustáceos;1639282341434;24/10/2022
BR-00512;Hevara Exfoliating Face Scrub;Hevara;75 mL;17.64;Cuidados Pessoais > Rosto > Limpeza;trigo,soja,glúten,ovos;1260432609311;28/07/2018
BR-00513;Alteva Foaming Hand Wash;Alteva;200 mL;5.29;Cuidados Pessoais > Sabonete Líquido;castanhas;6708604145458;09/09/2022
BR-00514;Oralix Brightening Face Wash;Oralix;100 mL;1.76;Cuidados Pessoais > Rosto > Limpeza;;0534749162472;29/01/2022
BR-00515;Glova Sport Deodorant;Glova;75 mL;1.76;Cuidados Pessoais > Desodorante;trigo,castanhas,gergelim,crustáceos;5989534396115;19/06/2019
BR-00516;Glova Vinegar Dressing;Glova;50 mL;5.29;Alimentos > Condimentos;crustáceos;1189547382028;25/02/2020
BR-00517;Hevara Aloe Hand Wash;Hevara;200 mL;17.64;Cuidados Pessoais > Sabonete Líquido;castanhas,crustáceos;1617688029422;01/04/2021
BR-00518;DUMMY-Oralix Sensitive Skin Body Wash;Oralix;150 mL;10.58;Cuidados Pessoais > Banho;gergelim,glúten,ovos;2786866943207;18/10/2019
BR-00519;Frosten Dishwasher Tablets;Frosten;50 mL;17.64;Casa > Limpeza > Louças;gergelim,glúten,amendoim;4344812308340;10/06/2018
BR-00520;Nuvelo Mayonnaise;Nuvelo;100 mL;7.05;Alimentos > Condimentos;;3381059551840;02/07/2019
BR-00521;Elaris Aloe Hand Wash;Elaris;250 mL;1.76;Cuidados Pessoais > Sabonete Líquido;;5342408916497;24/04/2020
BR-00522;Toreva Kitchen Cleaner;Toreva;200 mL;5.29;Casa > Limpeza > Superfícies;peixe,trigo,crustáceos,ovos;6527172722393;03/07/2023
BR-00523;Gleam Mixed Nuts Blend;Gleam;200 mL;1.76;Alimentos > Petiscos;trigo,glúten;6931216376181;17/07/2019
00524;Aevum Salted Crackers;Aevum;75 mL;10.58;Alimentos > Petiscos;leite,ovos,glúten;0231429001853;15/12/2018
BR-00525;Velaris Oil Control Face Wash;Velaris;750 mL;14.11;Cuidados Pessoais > Rosto > Limpeza;amendoim;5723084810017;30/04/2021
BR-00526;Purelix Colour Protect Shampoo;Purelix;100 mL;1.76;Cuidados Pessoais > Cabelo > Shampoo;leite;3662543617212;08/07/2020
BR-00527;Zenpur Anti-Dandruff Shampoo;Zenpur;75 mL;8.82;Cuidados Pessoais > Cabelo > Shampoo;;5109226859265;08/09/2019
BR-00528;Lumeva Mustard Sauce;Lumeva;200 mL;8.82;Alimentos > Condimentos;;4754102252671;14/05/2023
00529;Clarity Hydrating Shampoo;Clarity;300 mL;7.05;Cuidados Pessoais > Cabelo > Shampoo;ovos;5226557676955;21/07/2019
BR-00530;Motivo Mayonnaise;Motivo;300 mL;17.64;Alimentos > Condimentos;gergelim,glúten,crustáceos;8836196893131;21/01/2022
BR-00531;Luminos Refreshing Shower Gel;Luminos;250 mL;17.64;Cuidados Pessoais > Banho;trigo,ovos,leite;5524728633302;19/07/2019
00532;Motivo Volumising Shampoo;Motivo;50 mL;10.58;Cuidados Pessoais > Cabelo > Shampoo;leite,ovos;9179202521314;21/02/2018
BR-00533;Brightway Heavy Duty Dish Soap;Brightway;100 mL;14.11;Casa > Limpeza > Louças;gergelim;4765704120091;12/12/2019
BR-00534;Zephyr Laundry Powder;Zephyr;300 mL;10.58;Casa > Lavanderia;gergelim,amendoim,glúten;3624186236908;15/06/2020
BR-00535;Tolvex Moisturising Hand Wash;Tolvex;500 mL;2.65;Cuidados Pessoais > Sabonete Líquido;amendoim,soja;6205634111595;06/10/2021
BR-00536;Elaris Refreshing Shower Gel;Elaris;100 mL;17.64;Cuidados Pessoais > Banho;;1390438303415;03/07/2018
BR-00537;DUMMY-Vanta Heavy Duty Dish Soap;Vanta;50 mL;8.82;Casa > Limpeza > Louças;;4054683565215;19/09/2021
BR-00538;Solven Aloe Hand Wash;Solven;500 mL;3.53;Cuidados Pessoais > Sabonete Líquido;;9679042271139;02/06/2020
BR-00539;Arovia Mayonnaise;Arovia;100 mL;17.64;Alimentos > Condimentos;glúten,gergelim,castanhas,soja;2545960633991;04/11/2018
BR-00540;Teraxis Smooth & Shine Conditioner;Teraxis;400 mL;2.65;Cuidados Pessoais > Cabelo > Condicionador;;2481717524214;21/02/2021
BR-00541;Zenpur Rinse Aid;Zenpur;75 mL;2.65;Casa > Limpeza > Louças;crustáceos;4747219705468;03/08/2022
BR-00542;Orinum Dishwasher Tablets;Orinum;250 mL;17.64;Casa > Limpeza > Louças;castanhas,glúten,ovos,gergelim;6874090380212;05/04/2021
BR-00543;TEST-Clarity Moisturising Hand Wash;Clarity;300 mL;2.65;Cuidados Pessoais > Sabonete Líquido;peixe;7157787112167;10/11/2022
BR-00544;Qualis Exfoliating Face Scrub;Qualis;75 mL;8.82;Cuidados Pessoais > Rosto > Limpeza;ovos;3714708272351;09/05/2018
BR-00545;Oralix Heavy Duty Dish Soap;Oralix;250 mL;10.58;Casa > Limpeza > Louças;soja,leite,glúten;0644212146141;24/01/2023
BR-00546;Aurova Aloe Hand Wash;Aurova;1000 mL;7.05;Cuidados Pessoais > Sabonete Líquido;leite;1654235677828;25/11/2022
BR-00547;Motivo Whitening Deodorant;Motivo;50 mL;17.64;Cuidados Pessoais > Desodorante;soja,ovos,trigo,crustáceos;5027275164805;20/01/2023
BR-00548;Teraxis Volumising Conditioner;Teraxis;750 mL;2.65;Cuidados Pessoais > Cabelo > Condicionador;;3368296353390;28/02/2018
BR-00549;Luminos Sport Deodorant;Luminos;200 mL;7.05;Cuidados Pessoais > Desodorante;ovos,crustáceos,gergelim,soja;6558685127658;26/12/2019
BR-00550;Nexpur Stain Remover;Nexpur;500 mL;10.58;Casa > Lavanderia;amendoim,peixe,glúten;9111109617981;13/02/2019
BR-00551;Primus Hot Chilli Sauce;Primus;750 mL;1.76;Alimentos > Condimentos;peixe,soja;3786137157660;01/02/2018
BR-00552;Primus 48hr Spray Deodorant;Primus;200 mL;7.05;Cuidados Pessoais > Desodorante;amendoim,peixe;3060002589559;30/11/2019
BR-00553;Cristalix Heavy Duty Dish Soap;Cristalix;500 mL;10.58;Casa > Limpeza > Louças;glúten;6096262658268;04/08/2020
BR-00554;Primus Volumising Shampoo;Primus;75 mL;10.58;Cuidados Pessoais > Cabelo > Shampoo;trigo,peixe;5311060920982;19/11/2018
BR-00555;Luminos Heavy Duty Dish Soap;Luminos;100 mL;14.11;Casa > Limpeza > Louças;trigo,soja;3438364041204;28/02/2019
BR-00556;Aevum Repair Shampoo;Aevum;75 mL;2.65;Cuidados Pessoais > Cabelo > Shampoo;amendoim;4211753617063;29/10/2018
BR-00557;Aurova Multi-Surface Spray;Aurova;1000 mL;10.58;Casa > Limpeza > Superfícies;castanhas,crustáceos,trigo;2402990155797;21/01/2018
BR-00558;Tolvex Smooth & Shine Conditioner;Tolvex;200 mL;2.65;Cuidados Pessoais > Cabelo > Condicionador;glúten;0808823513055;22/07/2019
BR-00559;Glicen Gentle Face Wash;Glicen;100 mL;7.05;Cuidados Pessoais > Rosto > Limpeza;crustáceos,soja;1584776863421;21/03/2020
BR-00560;Cladis Mustard Sauce;Cladis;75 mL;7.05;Alimentos > Condimentos;soja;7676945919665;29/03/2020
BR-00561;Vivara Rinse Aid;Vivara;1000 mL;2.65;Casa > Limpeza > Louças;trigo,leite,amendoim;9649856012563;01/02/2020
BR-00562;Purevex 48hr Spray Deodorant;Purevex;150 mL;8.82;Cuidados Pessoais > Desodorante;trigo,castanhas;1050537953811;29/04/2022
BR-00563;Aurova Lightweight Lotion;Aurova;500 mL;5.29;Cuidados Pessoais > Rosto > Hidratação;;8491966553303;17/07/2023
BR-00564;Nuvelo Multi-Surface Spray;Nuvelo;300 mL;2.65;Casa > Limpeza > Superfícies;;7295963904097;20/01/2018
BR-00565;Tresol Bathroom Cleaner;Tresol;300 mL;1.76;Casa > Limpeza > Superfícies;gergelim,leite,castanhas,crustáceos;0171644556182;06/07/2021
00566;Oralix Disinfectant Spray;Oralix;300 mL;7.05;Casa > Limpeza > Superfícies;crustáceos,ovos,castanhas;9103002156322;27/12/2018
BR-00567;Novix Brightening Face Wash;Novix;50 mL;1.76;Cuidados Pessoais > Rosto > Limpeza;leite,ovos;0414596422977;07/05/2019
BR-00568;Brightway Repair Conditioner;Brightway;750 mL;10.58;Cuidados Pessoais > Cabelo > Condicionador;ovos,gergelim,soja;9774573144157;19/09/2020
BR-00569;DUMMY-Nuarix Mayonnaise;Nuarix;75 mL;2.65;Alimentos > Condimentos;leite,soja,glúten;3763715398851;01/07/2021
BR-00570;Gleam Rice Cakes;Gleam;100 mL;17.64;Alimentos > Petiscos;;2356798363147;29/09/2022
BR-00571;Clarity Repair Conditioner;Clarity;1000 mL;2.65;Cuidados Pessoais > Cabelo > Condicionador;crustáceos;1130724078753;23/12/2020
BR-00572;Helix Colour Protect Shampoo;Helix;250 mL;10.58;Cuidados Pessoais > Cabelo > Shampoo;trigo;6868507451060;27/09/2022
BR-00573;Serafix Brightening Face Wash;Serafix;300 mL;3.53;Cuidados Pessoais > Rosto > Limpeza;amendoim,gergelim,crustáceos,glúten;6103131009431;27/09/2018
BR-00574;Nuvelo Liquid Laundry Detergent;Nuvelo;150 mL;10.58;Casa > Lavanderia;peixe,ovos,soja;4732354940126;24/08/2023
BR-00575;Velaris Oat Protein Bar;Velaris;200 mL;5.29;Alimentos > Petiscos;castanhas;1225720765025;16/12/2020
BR-00576;Solvix Volumising Shampoo;Solvix;50 mL;8.82;Cuidados Pessoais > Cabelo > Shampoo;glúten,leite,crustáceos;3710094388225;20/01/2019
BR-00577;Tolvex Anti-Dandruff Shampoo;Tolvex;250 mL;14.11;Cuidados Pessoais > Cabelo > Shampoo;castanhas,gergelim,amendoim;7457054589716;10/01/2021
BR-00578;DUMMY-Glicen Vinegar Dressing;Glicen;1000 mL;1.76;Alimentos > Condimentos;peixe;3257039653135;28/03/2022
