sku_id,product_name,brand,size_ml,weight_g,category,allergens,barcode,launch_date
UK-01034,Oralix Sport Deodorant,Oralix,200,200,Personal Care > Deodorant,"peanuts,milk",7663493396505,2021-05-23
UK-01035,Motivo Vinegar Dressing,Motivo,100,400,Food & Beverage > Condiments,wheat,2626114243621,2021-11-08
UK-01036,Nuarix Vinegar Dressing,Nuarix,250,200,Food & Beverage > Condiments,eggs,8808799196230,2021-06-28
UK-01037,Polvera Salted Crackers,Polvera,750,300,Food & Beverage > Snacks,"soy,gluten",8532472505834,2020-07-10
UK-01038,Serafix Brightening Face Wash,Serafix,50,150,Personal Care > Face Wash,,1587605457693,2021-01-05
UK-01039,Cryston Bathroom Cleaner,Cryston,300,200,Household > Surface Cleaner,"soy,tree nuts",3659746698612,2022-10-31
UK-01040,Tresol Brightening Face Wash,Tresol,75,100,Personal Care > Face Wash,"peanuts,tree nuts",0809594815263,2019-08-08
UK-01041,Clarity Sport Deodorant,Clarity,300,300,Personal Care > Deodorant,"shellfish,wheat",1307423591429,2022-04-26
UK-01042,TEST-Oralix Anti-Dandruff Shampoo,Oralix,1000,200,Personal Care > Shampoo,"gluten,soy,sesame,fish",2614543079638,2023-02-19
UK-01043,Solvix Gentle Face Wash,Solvix,50,50,Personal Care > Face Wash,"eggs,shellfish,tree nuts,gluten",2115871845235,2022-01-25
UK-01044,Tolvex Mustard Sauce,Tolvex,3.38,300,Food & Beverage > Condiments,"shellfish,peanuts,sesame,fish",7017320865236,2022-12-27
UK-01045,Tresol Glass Cleaner,Tresol,750,300,Household > Surface Cleaner,"tree nuts,fish,soy",3701400527810,2018-04-11
UK-01046,Gleam Sport Deodorant,Gleam,500,50,Personal Care > Deodorant,,0272214257314,2022-10-09
UK-01047,Frostine Sensitive Skin Body Wash,Frostine,150,75,Personal Care > Body Wash,fish,8172031369554,2019-09-24
UK-01048,Kaleo Laundry Capsules,Kaleo,50,100,Household > Laundry,"shellfish,soy,tree nuts,eggs",5953322273933,2023-11-09
UK-01049,Kaleo Eco Dish Liquid,Kaleo,50,200,Household > Dishwash,"shellfish,soy",5323661850766,2019-01-11
UK-01050,Cryston Sensitive Skin Body Wash,Cryston,50,500,Personal Care > Body Wash,fish,9718236010717,2019-10-01
UK-01051,Zenpur Antibacterial Hand Wash,Zenpur,1000,500,Personal Care > Hand Wash,sesame,8217648467351,2022-12-18
UK-01052,Brightway Night Cream,Brightway,150,150,Personal Care > Moisturiser,wheat,2801944258926,2020-01-25
UK-01053,Cladis Repair Conditioner,Cladis,50,300,Personal Care > Conditioner,gluten,5350637311808,2021-01-17
UK-01054,Nuvelo Foaming Hand Wash,Nuvelo,75,150,Personal Care > Hand Wash,,7538418520139,2022-04-28
UK-01055,Polvera Volumising Conditioner,Polvera,50,500,Personal Care > Conditioner,"fish,soy",9756154705544,2018-10-25
UK-01056,Vivara Deep Conditioner,Vivara,75,300,Personal Care > Conditioner,"eggs,gluten",9556409196932,2021-08-07
UK-01057,Solaris Disinfectant Spray,Solaris,250,100,Household > Surface Cleaner,,7020426201976,2019-01-29
UK-01058,Brightway Deep Conditioner,Brightway,200,75,Personal Care > Conditioner,gluten,3696789760982,2023-04-28
UK-01059,Nexpur Gentle Face Wash,Nexpur,300,400,Personal Care > Face Wash,"soy,eggs,wheat",2760759889780,2022-09-18
UK-01060,Teraxis 48hr Spray Deodorant,Teraxis,150,200,Personal Care > Deodorant,eggs,9165430895235,2019-05-26
UK-01061,TEST-Nexpur Deep Conditioner,Nexpur,75,75,Personal Care > Conditioner,"milk,tree nuts",7644974700028,2022-09-20
UK-01062,Cladis Laundry Capsules,Cladis,200,200,Household > Laundry,"fish,shellfish,gluten,wheat",9797416365601,2020-11-18
UK-01063,Luminos 24hr Roll-On Deodorant,Luminos,300,150,Personal Care > Deodorant,"tree nuts,soy",7309649692779,2018-11-20
UK-01064,Gleam Colour Protect Shampoo,Gleam,250,100,Personal Care > Shampoo,"fish,soy,tree nuts,eggs",0597025512828,2023-03-11
UK-01065,Sovara Moisturising Hand Wash,Sovara,200,150,Personal Care > Hand Wash,,5948989596549,2022-08-23
UK-01066,Cristalix Hot Chilli Sauce,Cristalix,200,250,Food & Beverage > Condiments,"peanuts,soy",4414916999390,2020-09-20
UK-01067,Nuvelo Granola Bar,Nuvelo,750,400,Food & Beverage > Snacks,"soy,peanuts",6408822309587,2022-09-17
UK-01068,Glicen Smooth & Shine Conditioner,Glicen,400,150,Personal Care > Conditioner,"sesame,gluten,peanuts,milk",3210972021706,2023-05-16
UK-01069,Alteva Sport Deodorant,Alteva,250,150,Personal Care > Deodorant,"fish,tree nuts",5792203004491,2022-11-08
UK-01070,Purevex Intensive Moisturiser,Purevex,100,150,Personal Care > Moisturiser,"milk,gluten,wheat,tree nuts",5121375658964,2020-02-19
UK-01071,Qualis Whitening Deodorant,Qualis,1000,400,Personal Care > Deodorant,,8619931458433,2020-11-28
UK-01072,Cladis Granola Bar,Cladis,300,150,Food & Beverage > Snacks,,1388503423625,2019-07-10
UK-01073,Serafix Refreshing Shower Gel,Serafix,200,400,Personal Care > Body Wash,"wheat,peanuts",6310437968687,2018-04-25
UK-01074,Gleam Sensitive Skin Body Wash,Gleam,250,100,Personal Care > Body Wash,"peanuts,fish,milk,eggs",1774174304354,2018-08-28
UK-01075,Novix Leave-In Conditioner,Novix,250,50,Personal Care > Conditioner,wheat,8946652752336,2019-07-01
UK-01076,Lumeva Laundry Powder,Lumeva,150,50,Household > Laundry,milk,2569133030332,2020-11-04
UK-01077,Orinum Foaming Hand Wash,Orinum,75,75,Personal Care > Hand Wash,"shellfish,tree nuts,milk",7627995530249,2022-02-25
UK-01078,DUMMY-Helix Gentle Face Wash,Helix,100,150,Personal Care > Face Wash,"sesame,peanuts,shellfish,eggs",3034202847191,2018-03-09
UK-01079,XXX-Hevara Repair Shampoo,Hevara,100,100,Personal Care > Shampoo,peanuts,0507648717753,2020-12-02
UK-01080,Lumeva Antibacterial Hand Wash,Lumeva,750,100,Personal Care > Hand Wash,"milk,fish",5838727258122,2019-09-30
UK-01081,Vanta Whitening Deodorant,Vanta,750,250,Personal Care > Deodorant,"fish,sesame,peanuts",4823733791214,2019-06-17
UK-01082,Oralix Hydrating Shampoo,Oralix,75,500,Personal Care > Shampoo,"sesame,milk,soy",5869017074030,2019-09-11
UK-01083,Frosten 24hr Roll-On Deodorant,Frosten,750,200,Personal Care > Deodorant,"wheat,tree nuts",1712227643388,2023-02-05
UK-01084,Luminos Leave-In Conditioner,Luminos,250,200,Personal Care > Conditioner,wheat,1626549633081,2020-03-11
UK-01085,Elaris Brightening Face Wash,Elaris,200,400,Personal Care > Face Wash,,4887899504705,2019-11-12
UK-01086,Lumeva Nourishing Body Cleanser,Lumeva,1000,300,Personal Care > Body Wash,"tree nuts,eggs,gluten,sesame",7749266329564,2020-08-13
UK-01087,Orinum Night Cream,Orinum,400,400,Personal Care > Moisturiser,"wheat,gluten",5920616581296,2019-07-03
UK-01088,Clarity Nourishing Body Cleanser,Clarity,100,100,Personal Care > Body Wash,"peanuts,eggs,sesame,wheat",6302955963633,2023-03-13
UK-01089,Gleam Mayonnaise,Gleam,300,100,Food & Beverage > Condiments,"peanuts,wheat,milk,soy",6154980851337,2019-03-15
UK-01090,Krisol Hydrating Face Wash,Krisol,50,50,Personal Care > Face Wash,"gluten,sesame",3211221215488,2019-04-07
UK-01091,Novix Granola Bar,Novix,100,300,Food & Beverage > Snacks,"fish,sesame,shellfish,soy",4019185488066,2021-06-20
UK-01092,Solvix Night Cream,Solvix,50,50,Personal Care > Moisturiser,"wheat,sesame,shellfish",7873585664645,2019-05-02
UK-01093,Glicen Heavy Duty Dish Soap,Glicen,100,150,Household > Dishwash,"wheat,eggs",9262213204106,2021-03-10
UK-01094,Verdant Smooth & Shine Conditioner,Verdant,500,150,Personal Care > Conditioner,,4789117972696,2021-02-11
UK-01095,Solven Eco Dish Liquid,Solven,1000,100,Household > Dishwash,"soy,eggs,milk,shellfish",3666020005325,2021-10-10
UK-01096,Cladis Hydrating Face Wash,Cladis,150,75,Personal Care > Face Wash,,5052438380587,2019-10-25
UK-01097,Nexpur Aloe Hand Wash,Nexpur,1000,50,Personal Care > Hand Wash,,7686276332835,2023-08-17
UK-01098,Solvix Heavy Duty Dish Soap,Solvix,150,150,Household > Dishwash,"fish,eggs,tree nuts",1862671368419,2018-01-04
UK-01099,Brightway Volumising Shampoo,Brightway,1000,500,Personal Care > Shampoo,soy,3921883527910,2023-12-05
UK-01100,Hevara Bathroom Cleaner,Hevara,50,300,Household > Surface Cleaner,"shellfish,fish,eggs",0659208814317,2019-06-06
UK-01101,Orinum Disinfectant Spray,Orinum,300,75,Household > Surface Cleaner,"sesame,eggs,tree nuts",9698384572025,2022-05-20
UK-01102,Nuarix Fragrance-Free Hand Wash,Nuarix,300,500,Personal Care > Hand Wash,"wheat,tree nuts,eggs",2573498992556,2020-07-04
01103,Polvera Rinse Aid,Polvera,300,50,Household > Dishwash,"peanuts,wheat,milk",7472966941797,2022-06-12
UK-01104,Luxara Multi-Surface Spray,Luxara,50,500,Household > Surface Cleaner,"shellfish,peanuts,gluten,wheat",8599464183982,2021-05-23
UK-01105,Cryston Repair Shampoo,Cryston,150,200,Personal Care > Shampoo,"sesame,tree nuts,soy",6988164980441,2021-07-18
UK-01106,Nexpur Sensitive Skin Body Wash,Nexpur,1000,500,Personal Care > Body Wash,"milk,tree nuts,wheat",1026270664895,2018-09-08
UK-01107,Kaleo Sensitive Skin Body Wash,Kaleo,200,500,Personal Care > Body Wash,"tree nuts,sesame",1308898305740,2020-08-28
UK-01108,Tolvex Eco Dish Liquid,Tolvex,400,200,Household > Dishwash,,8563027500035,2018-07-08
UK-01109,TEST-Glicen Mustard Sauce,Glicen,300,300,Food & Beverage > Condiments,,9953056418491,2020-02-24
UK-01110,Polvera Disinfectant Spray,Polvera,200,300,Household > Surface Cleaner,"gluten,milk,shellfish",0187260013657,2019-05-19
UK-01111,Nuvelo Refreshing Shower Gel,Nuvelo,200,200,Personal Care > Body Wash,"wheat,milk",6745686524061,2019-08-04
UK-01112,Toreva Deep Conditioner,Toreva,250,300,Personal Care > Conditioner,"wheat,tree nuts,fish",2221905334702,2020-11-25
UK-01113,Velaris Bathroom Cleaner,Velaris,300,200,Household > Surface Cleaner,"peanuts,tree nuts,sesame,gluten",3965213835078,2018-12-02
UK-01114,Qualis Repair Conditioner,Qualis,250,150,Personal Care > Conditioner,,2900362211732,2019-08-10
UK-01115,Solaris Hot Chilli Sauce,Solaris,100,300,Food & Beverage > Condiments,"sesame,gluten",3958558522949,2019-11-29
UK-01116,Tresol Mustard Sauce,Tresol,250,75,Food & Beverage > Condiments,"eggs,sesame,tree nuts",7591710508052,2021-06-17
UK-01117,Verdant Dish Liquid,Verdant,400,400,Household > Dishwash,"peanuts,shellfish",3535247841712,2021-12-30
UK-01118,Nuarix Rinse Aid,Nuarix,750,400,Household > Dishwash,peanuts,4930537880331,2019-05-27
UK-01119,Purelix Laundry Powder,Purelix,75,75,Household > Laundry,soy,8926087882815,2021-12-15
UK-01120,Novix Volumising Conditioner,Novix,400,150,Personal Care > Conditioner,,4862515217467,2021-08-31
UK-01121,Toreva Mayonnaise,Toreva,150,400,Food & Beverage > Condiments,"milk,eggs,sesame,wheat",6734467177626,2022-06-17
UK-01122,Frostine Dish Liquid,Frostine,150,150,Household > Dishwash,"wheat,peanuts,fish",6450999900104,2023-12-21
UK-01123,Qualis Eco Dish Liquid,Qualis,400,150,Household > Dishwash,"milk,sesame,soy,fish",5211896844240,2022-05-16
UK-01124,Arovia Lightweight Lotion,Arovia,500,200,Personal Care > Moisturiser,"gluten,shellfish,tree nuts,soy",2857595828193,2018-07-30
UK-01125,Purevex Leave-In Conditioner,Purevex,400,400,Personal Care > Conditioner,"gluten,eggs,wheat,shellfish",8839717059849,2020-12-11
UK-01126,Nuvelo 24hr Roll-On Deodorant,Nuvelo,150,300,Personal Care > Deodorant,"wheat,sesame,fish",8112303885689,2019-04-13
UK-01127,Cristalix Colour Protect Shampoo,Cristalix,750,400,Personal Care > Shampoo,"eggs,peanuts,tree nuts,sesame",0099217790552,2019-08-29
UK-01128,Sovara Laundry Capsules,Sovara,750,150,Household > Laundry,tree nuts,1588070532601,2019-05-13
UK-01129,Cristalix Colour Protect Shampoo,Cristalix,750,75,Personal Care > Shampoo,,3829742551369,2018-06-23
UK-01130,Nuarix Dish Liquid,Nuarix,500,250,Household > Dishwash,"eggs,sesame,gluten,milk",4502437361588,2023-07-26
UK-01131,Krisol Exfoliating Face Scrub,Krisol,300,100,Personal Care > Face Wash,"eggs,soy,tree nuts",8969335390052,2021-08-10
UK-01132,Vivara Antibacterial Hand Wash,Vivara,1000,200,Personal Care > Hand Wash,"soy,eggs,tree nuts",6639792551168,2021-04-03
UK-01133,Solvix Exfoliating Face Scrub,Solvix,750,50,Personal Care > Face Wash,sesame,3772702896669,2018-01-20
UK-01134,Elaris 48hr Spray Deodorant,Elaris,100,500,Personal Care > Deodorant,,6441610197539,2021-10-03
UK-01135,Purelix Fabric Softener,Purelix,200,50,Household > Laundry,"eggs,milk",3880273042764,2020-05-04
UK-01136,Primus Moisturising Hand Wash,Primus,75,200,Personal Care > Hand Wash,"peanuts,shellfish",1893953096904,2022-09-10
UK-01137,Verdant Glass Cleaner,Verdant,1000,50,Household > Surface Cleaner,"wheat,gluten,peanuts,shellfish",8745513587274,2019-05-20
UK-01138,Serafix Bathroom Cleaner,Serafix,50,300,Household > Surface Cleaner,"sesame,eggs,gluten,fish",6403439881877,2020-04-21
UK-01139,Orinum Laundry Capsules,Orinum,1000,250,Household > Laundry,"soy,gluten,sesame,shellfish",4770413090917,2021-11-30
UK-01140,XXX-Teraxis Hydrating Face Wash,Teraxis,300,50,Personal Care > Face Wash,sesame,2625420412318,2018-05-23
UK-01141,Orinum Granola Bar,Orinum,400,100,Food & Beverage > Snacks,,4410079419324,2021-01-13
UK-01142,Luxara 48hr Spray Deodorant,Luxara,1000,75,Personal Care > Deodorant,,9794122487092,2023-04-29
UK-01143,Verdant Volumising Conditioner,Verdant,750,300,Personal Care > Conditioner,wheat,2517422404326,2022-09-14
UK-01144,Novix Hydrating Shampoo,Novix,750,50,Personal Care > Shampoo,,3468616307024,2022-06-24
UK-01145,DUMMY-Oralix Kitchen Cleaner,Oralix,100,50,Household > Surface Cleaner,,9536621953681,2018-05-08
UK-01146,Cryston Nourishing Body Cleanser,Cryston,400,250,Personal Care > Body Wash,,0173259007394,2023-03-06
UK-01147,Krisol Volumising Shampoo,Krisol,50,400,Personal Care > Shampoo,wheat,1138690871675,2019-08-07
UK-01148,Luminos Deep Conditioner,Luminos,200,250,Personal Care > Conditioner,"fish,eggs",7192817074435,2022-07-26
UK-01149,Plexum Refreshing Shower Gel,Plexum,200,200,Personal Care > Body Wash,wheat,5216025239416,2019-08-05
UK-01150,Frosten Salted Crackers,Frosten,200,200,Food & Beverage > Snacks,"shellfish,wheat,fish",9032655132769,2018-11-20
UK-01151,Aevum Hot Chilli Sauce,Aevum,200,500,Food & Beverage > Condiments,,2455985160214,2019-03-12
UK-01152,Toreva Dish Liquid,Toreva,500,75,Household > Dishwash,fish,8649864786860,2019-06-04
UK-01153,Motivo Exfoliating Face Scrub,Motivo,50,50,Personal Care > Face Wash,"sesame,peanuts,gluten,soy",4083781919071,2021-04-09
UK-01154,Tresol Eco Dish Liquid,Tresol,75,300,Household > Dishwash,"milk,gluten",6983692353484,2021-01-06
UK-01155,Nuvelo Laundry Capsules,Nuvelo,400,50,Household > Laundry,"wheat,eggs,soy,peanuts",8654622021237,2023-07-07
UK-01156,Zephyr Mayonnaise,Zephyr,250,250,Food & Beverage > Condiments,,3300008863469,2023-02-01
UK-01157,Glova Hydrating Face Wash,Glova,750,50,Personal Care > Face Wash,,8899114160098,2019-01-14
UK-01158,Krisol Aloe Hand Wash,Krisol,1000,100,Personal Care > Hand Wash,wheat,7379897906089,2021-10-11
UK-01159,Helix Lightweight Lotion,Helix,500,300,Personal Care > Moisturiser,"peanuts,fish,soy",0009984336112,2020-09-27
UK-01160,Solven Multi-Surface Spray,Solven,500,75,Household > Surface Cleaner,"eggs,sesame",5458294203402,2018-10-08
UK-01161,Toreva 48hr Spray Deodorant,Toreva,150,200,Personal Care > Deodorant,"fish,milk,shellfish",5699944946670,2019-08-31
UK-01162,Solven Salted Crackers,Solven,50,500,Food & Beverage > Snacks,peanuts,0281822387948,2018-01-05
UK-01163,Brightway Volumising Conditioner,Brightway,50,500,Personal Care > Conditioner,"sesame,eggs",7452735364231,2021-11-11
UK-01164,Zephyr Multi-Surface Spray,Zephyr,200,75,Household > Surface Cleaner,gluten,1828518161254,2021-11-18
UK-01165,Elaris Dish Liquid,Elaris,1000,300,Household > Dishwash,,0079230466009,2018-12-16
UK-01166,Cristalix Smooth & Shine Conditioner,Cristalix,500,100,Personal Care > Conditioner,"eggs,milk,gluten",2329615120483,2022-03-13
UK-01167,Tolvex Deep Clean Body Wash,Tolvex,300,300,Personal Care > Body Wash,"soy,peanuts",4604227634602,2019-03-15
UK-01168,Qualis Dish Liquid,Qualis,150,50,Household > Dishwash,"shellfish,soy",4724358617685,2019-11-24
UK-01169,Krisol Repair Conditioner,Krisol,75,100,Personal Care > Conditioner,"wheat,fish,shellfish",0866656224197,2022-12-16
UK-01170,Orinum Aloe Hand Wash,Orinum,500,200,Personal Care > Hand Wash,"peanuts,shellfish,sesame,fish",1290350061847,2023-08-13
UK-01171,Frostine Heavy Duty Dish Soap,Frostine,100,100,Household > Dishwash,tree nuts,4340466821211,2021-10-09
UK-01172,Verdant Hot Chilli Sauce,Verdant,750,250,Food & Beverage > Condiments,tree nuts,4920644111978,2020-03-12
UK-01173,Helix Stain Remover,Helix,500,100,Household > Laundry,"soy,milk,fish",3435948821887,2021-02-09
UK-01174,Novix Heavy Duty Dish Soap,Novix,50,300,Household > Dishwash,"peanuts,milk,tree nuts",1102125434124,2020-10-09
UK-01175,Hevara Moisturising Body Wash,Hevara,300,50,Personal Care > Body Wash,"gluten,sesame",6037218600320,2018-09-13
UK-01176,Solven Mixed Nuts Blend,Solven,750,400,Food & Beverage > Snacks,"gluten,milk,eggs,sesame",4003471317192,2023-03-27
UK-01177,Purelix Vinegar Dressing,Purelix,50,75,Food & Beverage > Condiments,"wheat,tree nuts,milk",8419478550115,2020-04-23
UK-01178,Plexum Bathroom Cleaner,Plexum,250,500,Household > Surface Cleaner,eggs,0728878072799,2018-08-19
UK-01179,TEST-Cryston Mixed Nuts Blend,Cryston,75,300,Food & Beverage > Snacks,,6088197223994,2022-04-23
UK-01180,Solaris Intensive Moisturiser,Solaris,75,500,Personal Care > Moisturiser,shellfish,5307681024802,2022-02-09
UK-01181,Primus Sensitive Deodorant,Primus,50,50,Personal Care > Deodorant,peanuts,4323622169068,2022-04-16
UK-01182,Cryston Fabric Softener,Cryston,200,300,Household > Laundry,"milk,fish,shellfish",5169139521505,2019-04-18
UK-01183,Brightway Fragrance-Free Hand Wash,Brightway,300,75,Personal Care > Hand Wash,,7033508424316,2020-06-28
UK-01184,Elaris Dishwasher Tablets,Elaris,500,200,Household > Dishwash,"eggs,soy,milk,shellfish",4169105302153,2018-10-19
UK-01185,Glicen Foaming Hand Wash,Glicen,250,500,Personal Care > Hand Wash,"peanuts,fish,soy",3953481105016,2021-02-05
UK-01186,Verdant Glass Cleaner,Verdant,100,400,Household > Surface Cleaner,"gluten,fish,eggs,wheat",7385512817753,2019-02-08
UK-01187,Frosten Leave-In Conditioner,Frosten,250,400,Personal Care > Conditioner,"eggs,tree nuts,sesame,wheat",2609723602447,2022-11-18
UK-01188,Arovia Granola Bar,Arovia,200,300,Food & Beverage > Snacks,"shellfish,wheat,milk",5171073087153,2022-04-23
UK-01189,Novix Intensive Moisturiser,Novix,1000,150,Personal Care > Moisturiser,"milk,soy,eggs",7543802741489,2021-08-21
UK-01190,DUMMY-Polvera Rice Cakes,Polvera,100,300,Food & Beverage > Snacks,,2925468627287,2023-10-16
UK-01191,Orinum Daily Moisturiser,Orinum,300,300,Personal Care > Moisturiser,"wheat,milk",7632713538674,2022-09-07
UK-01192,Zenpur Mixed Nuts Blend,Zenpur,750,100,Food & Beverage > Snacks,sesame,6879060488691,2020-08-15
UK-01193,Nuarix Deep Conditioner,Nuarix,250,250,Personal Care > Conditioner,peanuts,0508927396157,2023-01-15
UK-01194,Arovia Fragrance-Free Hand Wash,Arovia,50,250,Personal Care > Hand Wash,tree nuts,6707897755429,2022-11-23
UK-01195,Hevara Colour Protect Shampoo,Hevara,50,150,Personal Care > Shampoo,"peanuts,wheat,sesame,soy",3627320222713,2019-03-12
UK-01196,Vivara Repair Shampoo,Vivara,1000,400,Personal Care > Shampoo,"gluten,eggs,shellfish",1620429851442,2022-07-14
UK-01197,Plexum Eco Dish Liquid,Plexum,50,250,Household > Dishwash,eggs,6903922026988,2018-02-26
UK-01198,Kaleo Anti-Dandruff Shampoo,Kaleo,1000,300,Personal Care > Shampoo,"shellfish,eggs",0680177031634,2022-12-31
UK-01199,Solvix Nourishing Body Cleanser,Solvix,50,50,Personal Care > Body Wash,"gluten,soy",3267244693178,2019-10-17
UK-01200,Orinum Rinse Aid,Orinum,300,150,Household > Dishwash,"milk,sesame,soy,peanuts",0654025998516,2020-06-15
UK-01201,Plexum Oat Protein Bar,Plexum,100,400,Food & Beverage > Snacks,shellfish,2812916350494,2022-10-25
UK-01202,Sovara Refreshing Shower Gel,Sovara,300,400,Personal Care > Body Wash,"tree nuts,wheat,shellfish",2845397499505,2023-01-29
UK-01203,Primus Salted Crackers,Primus,500,300,Food & Beverage > Snacks,"milk,fish",7560208019295,2018-07-10
UK-01204,Arovia Leave-In Conditioner,Arovia,75,250,Personal Care > Conditioner,"soy,milk",4489093225334,2020-04-24
UK-01205,Nexpur Deep Conditioner,Nexpur,150,250,Personal Care > Conditioner,,0255501935454,2018-05-17
UK-01206,Frosten Exfoliating Face Scrub,Frosten,500,500,Personal Care > Face Wash,"peanuts,soy,sesame,fish",3324362962088,2018-04-20
UK-01207,Tolvex Whitening Deodorant,Tolvex,500,150,Personal Care > Deodorant,,2441290759656,2019-07-03
UK-01208,Brightway Moisturising Body Wash,Brightway,150,400,Personal Care > Body Wash,"soy,eggs,shellfish",7495421062943,2019-01-16
UK-01209,Orinum Dishwasher Tablets,Orinum,250,75,Household > Dishwash,"wheat,gluten,fish,soy",1317536264752,2019-09-12
UK-01210,Teraxis Vinegar Dressing,Teraxis,300,200,Food & Beverage > Condiments,"eggs,wheat,milk",9617300992846,2021-07-15
UK-01211,Oralix Repair Conditioner,Oralix,150,100,Personal Care > Conditioner,,1535505143215,2019-03-07
UK-01212,Polvera Night Cream,Polvera,50,500,Personal Care > Moisturiser,"shellfish,gluten,wheat",4792542218833,2020-11-07
UK-01213,Nuarix Mustard Sauce,Nuarix,500,75,Food & Beverage > Condiments,"wheat,milk,peanuts,fish",8770676933323,2022-10-28
UK-01214,Zenpur 24hr Roll-On Deodorant,Zenpur,750,50,Personal Care > Deodorant,tree nuts,7846408585885,2020-02-26
UK-01215,Nexpur Oat Protein Bar,Nexpur,250,300,Food & Beverage > Snacks,"wheat,fish,gluten",0846729254351,2022-03-09
UK-01216,Cladis Colour Protect Shampoo,Cladis,100,500,Personal Care > Shampoo,wheat,2501825624726,2022-08-12
UK-01217,Krisol Hydrating Face Wash,Krisol,200,100,Personal Care > Face Wash,,1223414992900,2018-02-25
UK-01218,DUMMY-Cladis Heavy Duty Dish Soap,Cladis,100,400,Household > Dishwash,,2660450956326,2018-10-01
UK-01219,Gleam Bathroom Cleaner,Gleam,50,50,Household > Surface Cleaner,gluten,1019335389222,2019-10-19
UK-01220,Helix Intensive Moisturiser,Helix,75,150,Personal Care > Moisturiser,"milk,gluten,fish",0827705646162,2018-08-13
UK-01221,Tresol Glass Cleaner,Tresol,300,200,Household > Surface Cleaner,sesame,5009537234617,2022-12-27
UK-01222,Plexum Moisturising Hand Wash,Plexum,1000,75,Personal Care > Hand Wash,soy,6109441642313,2022-05-13
UK-01223,Elaris Sport Deodorant,Elaris,75,150,Personal Care > Deodorant,"wheat,shellfish,sesame",6857606349422,2018-07-04
UK-01224,Purevex Intensive Moisturiser,Purevex,400,250,Personal Care > Moisturiser,"eggs,sesame",8701799932429,2018-06-18
UK-01225,Luxara Repair Conditioner,Luxara,150,400,Personal Care > Conditioner,"peanuts,gluten",1723456538697,2020-11-12
UK-01226,Krisol Disinfectant Spray,Krisol,50,100,Household > Surface Cleaner,"peanuts,sesame",5362689047239,2023-10-14
UK-01227,Purevex Fragrance-Free Hand Wash,Purevex,1000,50,Personal Care > Hand Wash,,9538557421647,2020-08-18
UK-01228,Aevum Whitening Deodorant,Aevum,50,50,Personal Care > Deodorant,"soy,shellfish,eggs,wheat",6047614378846,2021-02-03
UK-01229,Oralix Exfoliating Face Scrub,Oralix,300,300,Personal Care > Face Wash,,8756467263688,2018-10-03
UK-01230,Nuarix Sport Deodorant,Nuarix,75,500,Personal Care > Deodorant,"sesame,milk",0277291084501,2023-02-05
UK-01231,Motivo Vinegar Dressing,Motivo,50,200,Food & Beverage > Condiments,tree nuts,6605033746983,2020-10-03
UK-01232,Cladis Gentle Face Wash,Cladis,400,400,Personal Care > Face Wash,milk,6718222667942,2018-11-29
UK-01233,XXX-Arovia Dish Liquid,Arovia,500,400,Household > Dishwash,"sesame,fish,tree nuts,eggs",8590673963426,2023-10-11
UK-01234,Primus Oat Protein Bar,Primus,400,300,Food & Beverage > Snacks,,5504922170483,2022-09-27
UK-01235,Novix Salted Crackers,Novix,300,400,Food & Beverage > Snacks,,6632016290737,2019-12-28
UK-01236,Helix Stain Remover,Helix,1000,500,Household > Laundry,shellfish,1826533717081,2022-09-29
UK-01237,Verdant Lightweight Lotion,Verdant,100,300,Personal Care > Moisturiser,"peanuts,wheat,milk,eggs",9831354901450,2022-09-11
UK-01238,Motivo Multi-Surface Spray,Motivo,750,100,Household > Surface Cleaner,,9587305498240,2020-08-08
UK-01239,Tolvex Stain Remover,Tolvex,200,150,Household > Laundry,,2178167806648,2020-06-27
UK-01240,Qualis Tomato Ketchup,Qualis,1000,500,Food & Beverage > Condiments,"milk,eggs,fish,tree nuts",4928150370179,2018-08-11
UK-01241,Purelix Dishwasher Tablets,Purelix,1000,200,Household > Dishwash,,7030880817262,2019-09-08
UK-01242,Aevum Laundry Powder,Aevum,300,500,Household > Laundry,peanuts,4850072889593,2020-01-24
UK-01243,Teraxis Hot Chilli Sauce,Teraxis,200,75,Food & Beverage > Condiments,,6806919612761,2022-05-25
UK-01244,Luxara Deep Conditioner,Luxara,50,500,Personal Care > Conditioner,milk,3917026344438,2021-08-28
UK-01245,Teraxis Heavy Duty Dish Soap,Teraxis,1000,100,Household > Dishwash,"tree nuts,sesame",7012042425362,2018-03-18
UK-01246,Brightway Dish Liquid,Brightway,150,400,Household > Dishwash,"soy,milk",2849760396705,2019-06-25
UK-01247,Motivo Night Cream,Motivo,250,100,Personal Care > Moisturiser,"milk,tree nuts",5364818754032,2022-06-27
UK-01248,Primus Granola Bar,Primus,500,100,Food & Beverage > Snacks,,5977385466231,2019-06-05
UK-01249,Vanta Exfoliating Face Scrub,Vanta,300,300,Personal Care > Face Wash,"gluten,sesame,fish",4912594972204,2020-11-16
UK-01250,Alteva Smooth & Shine Conditioner,Alteva,300,100,Personal Care > Conditioner,fish,9920666179968,2019-12-26
UK-01251,Motivo Brightening Face Wash,Motivo,750,100,Personal Care > Face Wash,"gluten,sesame,soy,eggs",5876887779255,2022-11-12
UK-01252,Glova Nourishing Body Cleanser,Glova,150,200,Personal Care > Body Wash,"wheat,milk,peanuts,shellfish",3153983912260,2018-02-10
